userName,at,content
Viqhi Zulkarnain,2024-10-29 22:53:57,Tolong di perbaiki sistem matchmakingnya Kmu bilang laporkan apabila ada pemain yg melanggar tpi buat apa?? Bitang hilang sampai 5 kali apa gunanya laporin? tolonglah tindak tegas Kami pemain merasa tdk nyaman dengan sistem machmaking yg seperti ini Minimal kompensasi klw dapat tmn bgini bintang tdk di kurangi.
0075_ Yuza Khairullah Yassar,2024-10-29 04:01:39,Nerd liusan hes unfair
Nandang Sunandar,2024-10-29 03:47:27,"Game anying,kontok"
Jalaluddin Mahally,2024-10-28 13:29:11,Ini game apa gak pernah adil match nya
Jepri Dandri,2024-10-28 11:30:47,Tencent otak udang otak loe isi kotoran .game loe t43k sampah sudah brp kali terlalu sering ketemu player beban loe nantang loe gw laporin itu player beban tp kebanyakan sistem loe nggak baca ada pelanggaran T43K DI OTAK LOE tencent
NotGGming,2024-10-28 06:51:08,"Tidak ada yg bisa dipamerkan dari game ini, melainkan konten losestreak"
Ahmad Dhani,2024-10-27 22:54:36,aku apk gara gara elak hp ku cepet lagi baterai hapis
Radhitya Prakasa,2024-10-27 09:08:33,"Lagi lagi & lagi,,maen 5 kali,,lose 4 kali,,,bkan msalah komunikasi kli,,emg game burik 🤣🤣🤣"
gadis cantik,2024-10-27 04:48:11,"Gak tau lagi gw sistem report nya gak jelas udah jelas"" Tim gw afk pas direport gak ada kejelasan"
Ryan Adista,2024-10-27 03:09:03,Game najis mnding main mobile legend.HOK GAME ANJING NAJIS!!!!!!
firdaus nur iman,2024-10-26 08:47:23,"Rusak game nya banyak bot. Mau naik rank aja setengah mati ketemu bot terus udah gitu ada aja ketemu player bodoh. Saran bagi yang belum download ga usah lu download game nya rusak, ga jelas menang 1 kali bisa 3 kali, stuck terus aja itu Wkwowkwo"
Bey,2024-10-25 21:40:29,"banyak dark system bot khususnya myanmar,filipina game aneh ga cocok buat solo player , bikin losestreak 20x percuma mvp, kl bisa yg mvp bintang ny ga turun"
Naendi Kurniawan,2024-10-25 19:06:58,Ayo kasih lagi TIM PINTAR MINUS IQ dan musuh yang pro banget lalu aku LOSE dari grandmaster - master V keren😆tidak bikin stres palingan cuma pengen b*n*h diri🥰 TERIMAKASIH
Bambang Sugiarto,2024-10-25 15:07:45,"Ok sudah lumayan, match making better. More free epic skin"
Geisha Wulan,2024-10-25 06:00:08,hok sekarang berat bgt dah tiap main selalu patah² apalagi pas war padahal grafis rendah rata kiri min di ringanin kek biar hp kentang gua bisa main dgn lancar gimana mau bersaing di pasar indo klo game nya aja berat
yunie triastuti,2024-10-24 07:18:15,"Game paling sampah yang pernah di mainin ini mah di, udh di kasih tim beban semua tiap hari bikin Reng di situ situ doang, tidak direkomendasikan untuk di mainkan mending hapus aja Ng guna nigame , udh mah penyimpanan nya banyak banget lah"
Agus Supratna,2024-10-23 13:04:48,"Perbaiki nya cepet amat min,jadi sayang🗿"
Jauhar Ramadhani,2024-10-23 07:08:18,Kebanyakan event woee
aykn t,2024-10-23 02:50:24,"HONOR OF ""KING DARK SYSTEM"""
Lisa The Element Of Goodness,2024-10-23 00:18:45,"Heronya tidak membuatku ingin memainkan game ini, aku akan kembali ke AOV terima kasih"
TOLOL gaming,2024-10-22 15:49:32,Game rusak tolol
Muhammad Fadli,2024-10-22 14:59:07,Alah taik reputasiku turun terus gak bisa push rank dah lah aku berhenti Ini kalimat terakhirku untuk game ini
Super Marc,2024-10-22 13:52:10,Dapet lawannya gak ngotak. 😤
Nur Bogor,2024-10-22 05:52:37,Game ini bagus bangett!! Buat developer ayo jangan kalah saing sama mobile legends!! HIDUP HONOR OF KINGS!!😘😘🥰🥰🌷❤
Rian Gaming,2024-10-21 23:12:54,menurut saya pemilihan tim di draft pick sangat buruk saya selalu mendapatkan tim yang tidak sesuai rank
Frans perdinan,2024-10-21 03:06:20,masa GM satu tim sama master ..giliran musuhnya full GM ya kalah terus saya
Nijam Nijam,2024-10-20 09:38:13,bad game
Sakkarep Mbo,2024-10-20 04:35:51,Timi ini sinyal saya ngeleg terus sih
Nytte Zandroto,2024-10-19 17:37:27,"Game haram yg pernah gua download, kirain bakal bagus dari pada MOBILE LEGEND BANG BANG, malah lebih buruk, gak bisa beli herolah, Match lama banget, tim tolol semua, mau main dilane yg lain gk boleh, bug juga banyak, nazis ini game, saran sih di uninstall aja ini game... Game babi.."
Nuraini Banyuwangi,2024-10-19 15:22:44,Dah lah gue aninstal aja geme burik cari Mach aja 1 menit lebih udah gitu dapet tim ampas terus
rafi Muhammaf,2024-10-19 10:29:05,Gua kesel sama game ini gua mau pake Hero roam tapi komalah harus jungle
Septian tian,2024-10-18 14:48:54,Farming2nya gak guna
haikal azali,2024-10-17 14:15:47,"Jujur aja suka Ama game nya,tapi akhir akhir ini sering lag + frame pas di in game akhirnya milih moba lain yang stabil di in game kayak ML"
Berlyan Nugraha,2024-10-15 12:18:56,Player player nya main nya keroyokan males
Poco ID,2024-10-15 10:24:24,Guaaa capeeee hokkkkk tiap hari turun naik ini bukan masalah komonikasi tapi lu kasih tim gua dongo terus gua punya salah apa sih sama elu gua juga plyer biasa npa lu kya personal ke gua tiap hari gua main gk dapet apa² cuman dapet emosi doang tolong lah hok lu kasih kalah yang wajar ini udah gk wajar gua suka game lu tapi lu npa kaya personal ke gua. Gua punya salah apaaa anj9 masa gua di kasih tim master musuh gm kan anj9 lu mikir lah game sampah game busuk
Agus Budianto,2024-10-15 08:44:54,"Baru kali ini main game lostrek Mulu bukan kita yg bot tapi tim kita yg bego, ngasih tim aj masih asal asalan pantas game mu sepi nyesal main ni game bisa stres kena dark sistem"
Sri Marminah,2024-10-14 16:01:21,"GAME TOLOL JANGAN MAIN GAME INI, NANTI JADI GILA. BIAR MEREKA YANG MENJADI INFLUENCER HOK SAJA, KARENA MEREKA DI BAYAR. INI GAME BOBROK. DAN JANGAN KASIH BINTANG LEBIH DARI SATU DEVELOPER KEPEDEAN."
2IA26_Pratama Rizky Aditya,2024-10-13 02:20:19,Good
Dimas Azhar Risqy (Dimas),2024-10-13 00:33:50,"Rekan tim terlalu jelek permainannya dan musuh yang jago,disuruh laporin gak di hukum malah disuruh jalin komunikasi yang baik,KOMUNIKASI APA DI AJAK NGOMONG AJA GABISA. Benerin matchmaking ama sistem report lu,sama aja kek ml"
Denielson Alimbalu,2024-10-12 17:36:14,"Matchmaking nya gjls, dpt tim main macam bot,"
Syamsir Dumai,2024-10-12 10:20:59,Heh Hadeh Hadeh Orang Luar Beban Semua Main Sini gw Ajarin Gw Masih Platinum Hadeh Main 5V5 Mode Cepat Aja Cepu Dapat team Emang Ya Orang Luar Bisanya Apa Bisanya Main - Main Aja Emng Ya Bodoh Gk bisa main
Kris bee,2024-10-11 09:00:41,game tolol P
rully Ramadhan,2024-10-11 03:14:40,Game TAYIK babi hutan Afrika... Baru maen langsung nge LAG... HP ku baru... Vivo Y18 2024... Batere penuh... Jaringan Wi-Fi full... Paket data full... Alasan apa lagi??? Sekali SAMPAH tetap SAMPAH ini game... Ganti aja namanya... Bukan Honor of Kings... Nge LAG of Kings.
Rafi Akbar,2024-10-10 16:57:37,Lumayan tapi tolong lah sistem macth nya d perbaiki terkadang tidak seimbang karna tier tidak sama malah kadang suka jauh contoh tier master d barengkan dengan diamon tentu saja sangat mempengaruhi
slamet ainun nasikhin,2024-10-09 19:33:27,"Dahlah min,capek maen di stak master 5,gak naek naek, percuma udah,udah 5 kali bintang 5 mau naek tier master 4 selalu di kasih lose terus, akhirnya juga naek turun naek turun sampe ilang bintang 5 tinggal bintang 1.Gak tau lagi,uninstal jalan terbaik daripada maen stak disitu mulu dari kmren. Mau lu alesan kek gimana harus kerja sama,bla bla bla,masa bodo min min,akhir nya lose sampe habis bintang.Kasih aja stak terusss kalo maen disitu2 biar ga naek2 min,game payah,ga ada perkembangan min min."
Benedetta Only,2024-10-09 06:45:03,"Sorry gw berubah pikiran game lu aneh hp gw kaga suport HDR Makanya gw seting madium grafik semua , tapi kenapa pas in game ngelag dan itu ngelag nya pas lagi war gw cek pengaturan itu setingan grafik balik lagi HDR maksud lu apa biar KDA gw rendah ? Jawab ? Coba di benerin dah jangan ngeluarin skin Mulu gw udah abis banyak di game lu . Masa Apa yang di seting player Lu Rubah? Kenapa begitu dan sering terjadi sama gw . Itu bintang 1 buat lu nanti udah bener baru gw tambah"
Be Doge,2024-10-07 08:02:56,"Saya sebagai, pemain lama, main game ini sejak, bulan Juli sekitar tanggal, 6 atau 7. Dan saya gak pernah, mengalami kendala apapun waktu itu. Tapi sekarang, banyak hal-hal yang bodoh, dan tolol, yang saya temukan pada pembaruan ini, yang pertama, MATCHMAKING nya rusak parah, dikasih team yang feeder, tau mati saja, gak ngebantu. Saya sangat kecewa, nama saya di game, ini GEnZe, kalo gak salah, saya sering kali terkena pelanggaran afk, karena apa ya, MUAK, saya sudah muak dengan sistem gelap."
Yuzu Satou,2024-10-05 15:33:18,Masih bagusan hokmok dari pd moba entod lebih smooth dri pd moba entod
Ajay Jarot,2024-10-05 15:22:06,Kenapa tiba2 mentog dari logo. Donwload 99 gabisa 100%
Eman Sear,2024-10-05 15:21:47,Bagus dan memuaskan
Winda Sari,2024-10-05 15:21:17,Honor ofking banyak bokep
Muhammad ammar,2024-10-05 15:19:09,Gamenya niruin ml map nya sama nama karakter sama burik
gavriel mikho alvino,2024-10-05 15:18:06,Si Paling Bagus 🤬 Padahal Coby Game Sebelah
Haiko Hjkl,2024-10-05 15:08:44,"Gamenya bagus banget, Player yang gk bisa main selalu berada di tim saya, sangat tidak sportif sekali untuk pemilihan timnya terimakasih hok semoga sepi selalu"
Sumantri Sumantri,2024-10-05 15:03:23,Udahlah nama hero-nya banyak yang sama banyak dark sistem plagiat grafik buriq jomok pokoknya ampass lah
afika fika,2024-10-05 14:52:53,Game jelek sampah lebih bagus mlbb
Faisal Rozak,2024-10-05 14:52:52,Game apa coba ngepis dari pagi Ampe malam naik cuma satu bintang luar biasa sistem match making
Hilmi Uciha,2024-10-05 14:51:46,"Ga ngotak lu cina! Kalo rank yg seimbang dong. Tadinya mau topup tapi ga jadi, game nya ga seru karna lawan ga seimbang, ngotak lah Jing gimana audiens bikin betah. Bukan malah bikin frustrasi.."
Bintang Nazala,2024-10-05 14:49:17,kebanyakan dark sistem gak imbang. dark sistem Mobile Legends pada pindah ke Honor Of Kings sering plunder atau emang sengaja kasih musuh biar tertinggal gold.
Steven翁曉燕,2024-10-05 14:43:15,"Tiap war selalu lag 👎🏻👎🏻👎🏻,jaringan seluler bagus,kalah sama mlbb selalu stabil"
Nenan Sh,2024-10-05 14:39:02,Awalnya doang cakep. Kesininya sama aja kaya ml. Uninstall
Darmadina,2024-10-05 14:37:28,Bagus bangett mana seru orang-orannya juga baik aku rating t
Ilham Mujahidin,2024-10-05 14:34:03,"TOLONG BUAT MODE TURNAMEN/PEAK DI BENERIN LAGI DI SESUAIKAN LAGI BUAT PLAYER PLAYER NYA TIDAK PERNAH ADIL DALAM MENDAPATKAN TIM, SAYA HARAP SISTEM PEAK DI UBAH SESUAI RANK KITA, KALO TIDAK ADA PERUBAHAN SAMA SEKALI UNTUK MODE PEAK SAYA BENAR BENAR KECEWA"
Indra Zekky Wahyu Sihombing,2024-10-05 14:33:58,Ntaps
Muhamad Haidar,2024-10-05 14:33:47,"Mending Main HONOR OF KING KETIMBANG MAEN MOBILE LEGENDS , H.O.K GAME YANG SANGAT SERU GAK ADA DARK SISTEM 🥳"
Aerick Fayvigar,2024-10-05 14:30:07,perbaiki sambungan koneksi kalian...kenapa classic selalu lancar tanpa ada lag atau apapun...tapi saat rank selalu lag dan itu menganggu pemain...
Honor Of king,2024-10-05 14:28:54,"Match matching sangat tidak adil, di tim sendiri dapat rank dm lawannya malah gm Adil kah begitu?"
raditya,2024-10-05 14:20:49,Wah gamenya lebih bagus dari pada ml udah nggak jelas itu game mending main game ini aja ayo cuy ramein game hok dari pada ml dari pada kalian banting hp terus
wilsongaming 17,2024-10-05 14:15:01,bot
Kynan Julifano,2024-10-05 14:11:43,"Interface terlalu berat untuk hp saya, dan grafis di dalam game terlalu gelap"
ZULMI ANGGARA,2024-10-05 14:09:25,Bot kontpl
Anugerah Pratama,2024-10-05 14:05:23,Untuk hok masih banyak pengguna hack di game nada mulai dari lag yang tiba2 damange absurb bahkan sampai freeze tiba2 karena banyak yang mengalami hal itu lebih baik langsung hapus akun mereka saja daripada rating game anda rusak karena pemain seperti itu
Ka Fa,2024-10-05 14:05:05,Gamenya susah gak kaya ml soalnya hok susah di prediksi skil musuh dan gak bermekanik tinggi dan masalah jaringan
Rifa'i Nurhidayatullah,2024-10-05 14:00:05,Setelah update kemarin jaringan jadi sering ilang padahal sblm update lancar² aja semoga segera di perbaiki
Sulfan Safiq,2024-10-05 13:49:46,Peniru ml aku lebih suka ML
zainul anwar,2024-10-05 13:49:04,Game ini peniru Mobile legend Gak setuju hapusss
Abi Mnyu,2024-10-05 13:45:58,"game jelek, tim rusak, beberapa kali match kalah terus, terserah deh pokoknya ni game jelek!"
Azmie,2024-10-05 13:45:04,"Game nya udh bagus segi grafik wajarlah klo masih agak burik karna baru juga rilis butuh banyak waktu perkembangan dlu lah klo buat itu, tapi yg jadi masalah bukan grafik sih masalahnya adalah lawan yg tidak setara, maksudnya masa orang yg rank nya diamond... Ditemuin ama yg udh master udh jelas beda lah cara main mereka kasian juga buat para pemula yg baru main udh lose streak... Mulu jadi bukan itu aja reputasi juga klo bisa poin nya tambahan ny ditambah dg dikit masa dikit"" berkurang"
Gilang Khoirul,2024-10-05 13:43:05,Tidak bisa pencet apa apa padahal tidak ngelag
Eg Gg,2024-10-05 13:40:51,"Tolong ini mode targeting lock heronya di perbaiki, kenapa kok kalo mau lock serangan pas di pencet skill/basic attack langsung ilang. Itu merugikan banget saat war, buat hero solo target kalo di war/gank musuh jadi nyerang acak ke arah lawan. Tolong banget di perbaiki biar membantu player apalagi user mm yang notabennya solo targeting biar bisa ganti target serangan"
suhardi putra,2024-10-05 13:39:54,Lebih di tingkatkan lagi
NUEL Bika,2024-10-05 13:34:36,Terdapat bug ( tidak dapat mendownload di lobby) Data seluler ada dan aman tetapi tidak dapat mendownload ... Tolong di perbiki
Aidil Ay,2024-10-05 13:21:11,GAME BUSUK MATCHMAKING GAJELAS TIM FULL BOT VS MUSUH FULL PLAYER GAJELAS
Nurhabib Nurhabib,2024-10-05 13:09:14,Plagiat
Ahmad Mubarok,2024-10-05 13:06:04,Maaf
RRQ GAME,2024-10-05 13:00:30,Game aga ampas effects nya gak modern kurang effects nya beda Kaya mobile lagends bang bang effects nya bagus
Mirani Dewi,2024-10-05 12:59:46,"Tolonglah ini abis update jadi banyak bug gini. Berkali-kali relog tetap gbsa dipencet, ping juga suka jumping"
Thejal Tamnge,2024-10-05 12:54:32,Seru banget buat Mabar
Tomy ferdiyansyah,2024-10-05 12:52:47,Woy eventnya nge udah 5 match tidak terdeteksi hitungan nya !!
Rem -Chan,2024-10-05 12:47:57,"Ayolah Min Jangan Kasih gua Tim Dongo Yang Egois , Masa Iya Junggler Nggak Boleh Bunuh Buff Monster"
Devion Veld,2024-10-05 12:45:48,Min cara hilangin mode hemat di grafiknya bagaimana? Aku ga sengaja tekan mode hemat jadi grafik ultra dan 5-6 terkunci
Shadow,2024-10-05 12:41:29,"Pantas saja 7 GB jaringan tidak stabil,tapi soal Hero atau event dah bagus lah"
ARIF Wibusoft,2024-10-05 12:38:50,Yang satu ini cepat respon ya 👍
Arkhan Jalil pratama,2024-10-05 12:36:43,Game niru² mobile legens wkwkwk
Kakashi Mardant,2024-10-05 12:33:58,"Game tolol,gk guna diloby jaringan bagus giliran dalam match malah jaringan ngelag apaann..💩,tau udah di coba semua sama saja capek main gem ini diluar loby bagus jaringan ehh giliran di match malah jaringan merah mana bisa main,,mending stop aja main nya..🤮"
Abue Ventures,2024-10-05 12:27:20,Testing
Doni Funky,2024-10-05 12:25:31,"Gillan cuyyy, kerenn bgthh game inii. Sikat anjaii"
Sulis 123,2024-10-05 12:10:04,"Game nya bagus,gak kayak game moba sebelah aduhh siapa ya wkwk, untuk event di game ini lumayan banyak yang penting gak KIKIR aja sih"
Jundan Ibnu,2024-10-05 11:59:57,Game dark sistem min
Mukhammad Bintang Alfiansyah,2024-10-05 11:52:11,"Saya mohon dong untuk mencarikan team yang setara Masa saya berusaha mati-matian untuk mengembalikan keadaan, tetapi hero team tidak memiliki damage yang besar serta supportifitas :) Team musuh yang malah memiliki supportifitas:) Tolong dong untuk system nya memilih team yang setara:("
Tari wibowo,2024-10-05 11:47:00,Bagus gerfik ny jelek Hero ny bagus efek ny jelek
Alfandi Jalil,2024-10-05 11:45:25,"BANYAK BOT, JARANG BAN AKUN YANG SERING NGETROLL, HARAP PERBAIKI SEMUA, PUSH RANK JADI SEMAKIN SUSAH AKIBAT BANYAK YANG NGETROLL, terpaksa saya uninstall karena ketika login malah ngecrash, gamenya sudah tidak ramah di HP kentang"
AxBlack,2024-10-05 11:42:03,"Tolong di fix gamenya bang error kalau udah match 4, tulisan gamenya tiba-tiba tidak bisa terbaca mulai nama sama item HP gw infinix gt 10 pro"
Siska Risman,2024-10-05 11:41:06,Mending mlbb
shiroi yoosei,2024-10-05 11:39:17,"Gamenya bagus tapi setelah update malah terjadi beberapa masalah diantaranya data game sudah di download semua tapi tidak bisa diinstal sehingga saat main hanya berbentuk kelereng lalu saat loading permainan sering stack di angka 98% baru tiba"" lanjut tapi permainan sudah berjalan beberapa detik padahal sinyal wifi bagus spek hp juga bagus mohon diperbaiki kembali tapi overall bagus terimakasih"
zekken Cardinal,2024-10-05 11:32:18,"Game moba dengan matching terbusuk yang pernah ada , gak imbang sama sekali"
Do Ri,2024-10-05 11:27:32,Ok
josua marcellino,2024-10-05 11:23:24,MUNCUL KAN LAGI SISTEM BLOKIR PEMAIN LAIN !!!!!!!!!
Dwi Ali Murtado,2024-10-05 11:20:44,Mobanya para raja
Noob Boon,2024-10-05 11:18:47,"Match tidak sesuai dengan skill, sering kali mendapatkan tim yang buruk."
Taqin42,2024-10-05 11:04:32,👍👍
Rendy rextor lmc Rendy,2024-10-05 11:02:46,Tolong yah stun2 musuh itu lamah banget tapi aku sukah hok
Riwanto X Widi,2024-10-05 10:49:53,Setelah update versi Terbaru. Sinyal tidak setabil dan patah patah saat banyak musuh. Menyusahkan ketika battel
Ilyas Apin,2024-10-05 10:48:44,Fiks grafik bagus dapt skin untung dehhhhh trus bisa coba coba skin pokoknya gk mengecewakan dehhh
Mohammad Agung Fachreza,2024-10-05 10:47:50,"Mau ngalahin ML ? Setelah update malah downgrade jaringan selalu down saat war, udah di ultra jaringan tetep. Anehnya down saat war doang ampas"
Li Sa,2024-10-05 10:46:31,Game nya bagus grafik oke skinnya cantik² semuaaa
Epul Saepulloh,2024-10-05 10:45:29,Update terbarunya ko besar amat sampe 8gb apa ga salah. Beda ama geme sebelah ganti season cuma hbis dta 1-2 gb.
CUMA UPLOAD,2024-10-05 10:39:56,"lawak , karakter marksman gk bisa jaga jarak dari musuh , malah badannya otomatis nge aim ngedeketin musuh tiap-tiap nyerang , terus skill sprint di sini tidak guna cuma animasi sprint tapi larinya tetap lambat akhirnya jadi bulan bulanan tim yang suka keroyokan"
abdul latip,2024-10-05 10:38:18,Kenapa saat main game inj untuk nyalain hotspot saya jadi gk bisa di aktifin ada bug atau bikin hank hp
Emah Tumah,2024-10-05 10:31:32,MENIRU GEM LAIN ML DAN TOLONG JANGAN MENIRU SEBIH SERU JUGA ML
naufal fadhil,2024-10-05 10:28:03,Masih keren 👍
Mr.PetrikZ,2024-10-05 10:27:28,"Saran saya, tolong optimal kan game nya agar bisa dipakai di segala device apapun karena handphone saya selau terjadi lag, panas,dan ping nya selalu naik,padahal wifi saya dalam keadaan baik,itu saja saran saya, terimakasih🙏"
Sugeng Hariadi,2024-10-05 10:27:08,Karena dia mirip dengan game 🎮 mobile legend
Mizuu,2024-10-05 10:23:25,"Bagus, hanya saja server sering kali tidak stabil dan crash sendiri dari match padahal jaringan saya baik dan saya menggunakan wifi. Tolong perbaiki"
Agus Maulana,2024-10-05 10:21:49,2023 Era mole 2024 seterusnya Era HOK
Atikah febria Putri,2024-10-05 10:19:17,ini geme agak lain masa gua punya teme gak peka buta mep negara-negara nya beda jadi gua gak bisa ngobrol sama orang buta mep
Rizky suciati,2024-10-05 10:13:11,"Hi admin HOK . Overall untuk sistem dan event nya bagus , tapi tolong perbaiki . sering ngelag bngt kadang😭"
AL FATIR fatir,2024-10-05 10:12:19,Permainan ini seperti timbulnya berbagai macam jenis sumber lain menyebutkan beberapa macam ni gan ane baru tau ane ma mpanga puti tabumu ada komentar untuk lirik dan lagu ke Facebook hari di rumah 🏠 di Indonesia yang memiliki warna yang menarik dari informasi Indonesian top of the year of la Nyalla Mattalitti ada di dunia ini adalah untuk meningkatkan hasil belajar siswa kelas x semester di Indonesia yang telah ditetapkan oleh Allah SWT yang mengabulkan permintaan dari informasi cara nggomi ke
Mochammad Raihan,2024-10-05 10:10:13,Game niru ml
Muhamad Saeful zamil,2024-10-05 09:48:16,"Jujur saya sangat salut sama HOK, game ini ternyata sangat baik bahkan lebih baik dari game ML. Bagi-bagi skin, bahkan efek notif recal pun dikasih gratis. Selain itu juga, skin skin nya mewah mewah dan sangat berkualitas. Oh iya, untuk chat seperti ""apasih ngejer-ngejer?"" Saya sangat suka dan itu bagus sekali.Terima kasih HOK, semoga bisa maju lebih pesat lagi."
Mamah Rangga,2024-10-05 09:38:57,Manatap
YOSSI DEAFIRMANDA,2024-10-05 09:38:43,Di Master mau ke Grandmaster aja masih banyak bot... Kalau 3x kalah dikasi 1x menang. Nanti dikasi bot lg. Sama aja kayak MOBA lainnya.
Santi Rubi,2024-10-05 09:37:25,Copyred mobile legends dasar plagiat
Ilham,2024-10-05 09:34:43,Tolong diperbaiki lagi match nya. Saya setiap kali ingin naik rank diamond selalu saja kalah. Dan setiap kali saya main selalu saja internet saya merah dan kadang hero saya tidak bergerak. Saya pindah bermain ke game honor karna saya kecewa dengan game mobile legend dikarnakan match yang tidak seimbang. Setelah saya bermain honor of kings ternyata sama saja tidak ada perbedaan. Dan saya sangat kecewa dengan game honor of kings. Mohon diperbaiki lagi. Terimakasih🙏
Ahay slemek,2024-10-05 09:33:50,"game asu, pengen banget jumpa tim random orang Indonesia semua."
Kurniawan Zell,2024-10-05 09:31:55,Honor of Bots
Siti Khusnul,2024-10-05 09:25:43,Login nya lama banget !!!!!😒 Ditunggu² login nya ngak selesai² sebel !!😒 Mohon di perbaiki login nya
pijee 21,2024-10-05 09:18:20,"Perbaiki sistem match makingnya,masa kita di kasih bot di tim setelah winstreak,dan parahnya lagi tim kita d kasih yg afk juga"
Fans sony,2024-10-05 09:16:05,Saya tak suka game ini duplikat dari aov .. Terkadang tidak kreatif bikin hero..
Krishna Msnsur,2024-10-05 09:11:00,suka aj sih
Atikah AH,2024-10-05 09:07:18,bagusan emel wkwk.
Baheera Caesari,2024-10-05 09:06:02,lag saat dimainkan
Meow Miuu,2024-10-05 09:05:11,"Pantes game nya sepi kalah saing sama mobile legend , ini game lebih banyak di bikin kalah dari pada menang , ga ada player yang winrate nya di atas 52% , dari sini aja udah ketahuan ini game tingkat kemenangan nya rendah banget mendingan ML tingkat kemenangan 70%"
Nanadaime Hokage 7,2024-10-05 09:01:00,Dasar plagiat! Huuuuuu
Akbar Geming,2024-10-05 08:57:44,Timakasih hok
saiful Maulana,2024-10-05 08:52:13,"game nya udah bagus, tapi kadang kalo lagi team fight suka ngefrez tiba tiba dan untuk developer mohon tambahkan resolusi rendah, serta kurangin efek pada grafik rendah karena menurut saya masih terlalu hd,agar hp Ram 3GB ke bawah lebih nyaman mainya 😊"
Fahmi Adam,2024-10-05 08:45:47,Game gakguna
Lian Aja,2024-10-05 08:43:48,Aneh ini game masa rata kiri patah2 diloby
Ririn Budi,2024-10-05 08:42:39,Tidak suka gem ya karena tiru tiru ml hu gem meniru ml
Sri wahyuni,2024-10-05 08:33:34,Gak seru
Iqbal God,2024-10-05 08:31:33,Game nya bagus apa lagi skin epic gratis game ini emang terbaik semangat ya pembuat honor of kings
12. Kevin Akbar Farisqi,2024-10-05 08:26:16,Ngasih tim waras dikit dong musuhnya oke tim nya nggak waras kadang afk nge troll dll kalo bisa di kurangin dong tim kayak gitu dan kalau bisa juga tiap player mendapatkan tim yang setara kemampuan nya
M. Salman Faris,2024-10-05 08:20:23,"Setiap reset season data yang lama entah kenapa bisa hilang jadi harus download data lagi dan harus menunggu waktu yang cukup lama, yang lainnya sudah bagus dan mohon lebih di kembangkan lagi untuk pengalaman player yang baik"
